0    [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 269, speed: 18, numberOfBlocks:24, blockLength: 200, crossings: 3-9-15, singleDirection: true, highBlocknumberSectionIds: null}
110  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 364, speed: 6, numberOfBlocks:44, blockLength: 102, crossings: 42-17-35, singleDirection: true, highBlocknumberSectionIds: null}
219  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 51, speed: 34, numberOfBlocks:7, blockLength: 90, crossings: 2-6-7-3, singleDirection: true, highBlocknumberSectionIds: null}
328  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 33, speed: 4, numberOfBlocks:31, blockLength: 106, crossings: 16-7-4-13, singleDirection: false, highBlocknumberSectionIds: 185-503}
438  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 457, speed: 50, numberOfBlocks:2, blockLength: 171, crossings: 2-1-1-2, singleDirection: false, highBlocknumberSectionIds: 332-969}
541  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 270, speed: 50, numberOfBlocks:18, blockLength: 119, crossings: 11-10-4, singleDirection: false, highBlocknumberSectionIds: 206-971}
650  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 29, speed: 41, numberOfBlocks:45, blockLength: 174, crossings: 31-21-19-29, singleDirection: true, highBlocknumberSectionIds: null}
759  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 211, speed: 20, numberOfBlocks:7, blockLength: 170, crossings: null, singleDirection: false, highBlocknumberSectionIds: 55-564}
869  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 258, speed: 46, numberOfBlocks:18, blockLength: 62, crossings: 9, singleDirection: false, highBlocknumberSectionIds: 432-727}
984  [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 362, speed: 16, numberOfBlocks:4, blockLength: 172, crossings: null, singleDirection: false, highBlocknumberSectionIds: 468-680}
1093 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 173, speed: 10, numberOfBlocks:8, blockLength: 60, crossings: 3-7-2-6, singleDirection: false, highBlocknumberSectionIds: 117-753}
1202 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 35, speed: 5, numberOfBlocks:15, blockLength: 72, crossings: 11-11-13-12, singleDirection: true, highBlocknumberSectionIds: null}
1312 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 468, speed: 27, numberOfBlocks:13, blockLength: 152, crossings: null, singleDirection: false, highBlocknumberSectionIds: 231-920}
1421 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 85, speed: 2, numberOfBlocks:26, blockLength: 155, crossings: 16, singleDirection: false, highBlocknumberSectionIds: 493-590}
1536 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 86, speed: 29, numberOfBlocks:22, blockLength: 187, crossings: 19-12, singleDirection: true, highBlocknumberSectionIds: null}
1645 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 27, speed: 23, numberOfBlocks:24, blockLength: 116, crossings: 16, singleDirection: true, highBlocknumberSectionIds: null}
1755 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 217, speed: 24, numberOfBlocks:49, blockLength: 114, crossings: 15-47-38-32, singleDirection: true, highBlocknumberSectionIds: null}
1864 [main] INFO  be.kdg.Simulator.ServiceCallers.RideRouter  - loadSection with info: Section: { sectionId: 12, speed: 33, numberOfBlocks:39, blockLength: 118, crossings: null, singleDirection: true, highBlocknumberSectionIds: null}
